Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
AGTech Holdings Limited (SEHK:8279),SEHK:8279,Financial Svcs. (Non-bank & Insurance),Financials,7374,Hong Kong,Emerging Markets,China
Aiful Corporation (TSE:8515),TSE:8515,Financial Svcs. (Non-bank & Insurance),Financials,6141,Japan,Japan,Japan
AIRA Factoring Public Company Limited (SET:AF),SET:AF,Financial Svcs. (Non-bank & Insurance),Financials,6153,Thailand,Emerging Markets,Small Asia
Ajcon Global Services Limited (BSE:511692),BSE:511692,Financial Svcs. (Non-bank & Insurance),Financials,6200,India,Emerging Markets,India
AKCEPT Finance S.A. (WSE:AFC),WSE:AFC,Financial Svcs. (Non-bank & Insurance),Financials,6153,Poland,Developed Europe,EU & Environs
Akiko Global Services Limited (NSEI:AKIKO),NSEI:AKIKO,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
Akme Fintrade (India) Limited (NSEI:AFIL),NSEI:AFIL,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
Al Ansari Financial Services PJSC (DFM:ALANSARI),DFM:ALANSARI,Financial Svcs. (Non-bank & Insurance),Financials,7370,United Arab Emirates,Emerging Markets,Africa and Middle East
Al Manar Financing and Leasing Company K.S.C. (Public) (KWSE:ALMANAR),KWSE:ALMANAR,Financial Svcs. (Non-bank & Insurance),Financials,6153,Kuwait,Emerging Markets,Africa and Middle East
Al Omaniya Financial Services SAOG (MSM:AOFS),MSM:AOFS,Financial Svcs. (Non-bank & Insurance),Financials,6799,Oman,Emerging Markets,Africa and Middle East
Al Tawfeek Leasing Company (CASE:ATLC),CASE:ATLC,Financial Svcs. (Non-bank & Insurance),Financials,6159,Egypt,Emerging Markets,Africa and Middle East
ALBIS Leasing AG (XTRA:ALG),XTRA:ALG,Financial Svcs. (Non-bank & Insurance),Financials,6159,Germany,Developed Europe,EU & Environs
Alerus Financial Corporation (NasdaqCM:ALRS),NasdaqCM:ALRS,Financial Svcs. (Non-bank & Insurance),Financials,6020,United States,United States,United States
Alios Finance Ivory Coast (BRVM:SAFC),BRVM:SAFC,Financial Svcs. (Non-bank & Insurance),Financials,6159,Ivory Coast,Emerging Markets,Africa and Middle East
Allfunds Group plc (ENXTAM:ALLFG),ENXTAM:ALLFG,Financial Svcs. (Non-bank & Insurance),Financials,6200,United Kingdom,Developed Europe,UK
Alliance Finance Company PLC (COSE:ALLI.N0000),COSE:ALLI.N0000,Financial Svcs. (Non-bank & Insurance),Financials,6141,Sri Lanka,Emerging Markets,Small Asia
Alliance International Education Leasing Holdings Limited (SEHK:1563),SEHK:1563,Financial Svcs. (Non-bank & Insurance),Financials,6159,Hong Kong,Emerging Markets,China
Allied Group Limited (SEHK:373),SEHK:373,Financial Svcs. (Non-bank & Insurance),Financials,6211,Hong Kong,Emerging Markets,China
Ally Financial Inc. (NYSE:ALLY),NYSE:ALLY,Financial Svcs. (Non-bank & Insurance),Financials,6172,United States,United States,United States
"ALT Co., Ltd. (KOSDAQ:A459550)",KOSDAQ:A459550,Financial Svcs. (Non-bank & Insurance),Financials,9995,South Korea,Emerging Markets,Small Asia
ALT5 Sigma Corporation (NasdaqCM:ALTS),NasdaqCM:ALTS,Financial Svcs. (Non-bank & Insurance),Financials,6200,United States,United States,United States
Amanah Leasing Public Company Limited (SET:AMANAH),SET:AMANAH,Financial Svcs. (Non-bank & Insurance),Financials,6141,Thailand,Emerging Markets,Small Asia
Amarnath Securities Limited (BSE:538465),BSE:538465,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
American Express Company (NYSE:AXP),NYSE:AXP,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
AmeriTrust Financial Technologies Inc. (TSXV:AMT),TSXV:AMT,Financial Svcs. (Non-bank & Insurance),Financials,6141,Canada,"Australia, NZ and Canada",Canada
Amigo Holdings PLC (LSE:AMGO),LSE:AMGO,Financial Svcs. (Non-bank & Insurance),Financials,6141,United Kingdom,Developed Europe,UK
Amlak Finance PJSC (DFM:AMLAK),DFM:AMLAK,Financial Svcs. (Non-bank & Insurance),Financials,6141,United Arab Emirates,Emerging Markets,Africa and Middle East
Amlak International Finance Company (SASE:1182),SASE:1182,Financial Svcs. (Non-bank & Insurance),Financials,6162,Saudi Arabia,Emerging Markets,Africa and Middle East
AMP Limited (ASX:AMP),ASX:AMP,Financial Svcs. (Non-bank & Insurance),Financials,6200,Australia,"Australia, NZ and Canada",Australia & NZ
Analizy Online S.A. (WSE:AOL),WSE:AOL,Financial Svcs. (Non-bank & Insurance),Financials,7370,Poland,Developed Europe,EU & Environs
"Anhui Xinli Finance Co., Ltd. (SHSE:600318)",SHSE:600318,Financial Svcs. (Non-bank & Insurance),Financials,3241,China,Emerging Markets,China
Anjani Finance Limited (BSE:531878),BSE:531878,Financial Svcs. (Non-bank & Insurance),Financials,6153,India,Emerging Markets,India
ANSA Merchant Bank Limited (TTSE:AMBL),TTSE:AMBL,Financial Svcs. (Non-bank & Insurance),Financials,6159,Trinidad & Tobago,Emerging Markets,Latin America & Caribbean
"Anshin Guarantor Service Co., Ltd. (TSE:7183)",TSE:7183,Financial Svcs. (Non-bank & Insurance),Financials,6141,Japan,Japan,Japan
Antalpha Platform Holding Company (NasdaqGM:ANTA),NasdaqGM:ANTA,Financial Svcs. (Non-bank & Insurance),Financials,6159,Singapore,Emerging Markets,Small Asia
Apollo Finvest (India) Limited (BSE:512437),BSE:512437,Financial Svcs. (Non-bank & Insurance),Financials,6799,India,Emerging Markets,India
"Apollo Global Management, Inc. (NYSE:APO)",NYSE:APO,Financial Svcs. (Non-bank & Insurance),Financials,6282,United States,United States,United States
AppTech Payments Corp. (OTCPK:APCX),OTCPK:APCX,Financial Svcs. (Non-bank & Insurance),Financials,7389,United States,United States,United States
Aptus Value Housing Finance India Limited (NSEI:APTUS),NSEI:APTUS,Financial Svcs. (Non-bank & Insurance),Financials,6162,India,Emerging Markets,India
Arab Tunisian Lease S.A. (BVMT:ATL),BVMT:ATL,Financial Svcs. (Non-bank & Insurance),Financials,6159,Tunisia,Emerging Markets,Africa and Middle East
Araxi Limited (JSE:AXX),JSE:AXX,Financial Svcs. (Non-bank & Insurance),Financials,7374,South Africa,Emerging Markets,Africa and Middle East
ARC Finance Ltd (BSE:540135),BSE:540135,Financial Svcs. (Non-bank & Insurance),Financials,6100,India,Emerging Markets,India
Arman Financial Services Limited (BSE:531179),BSE:531179,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
Arnold Holdings Ltd. (BSE:537069),BSE:537069,Financial Svcs. (Non-bank & Insurance),Financials,6799,India,Emerging Markets,India
Arzan Financial Group for Financing and Investment - KPSC (KWSE:ARZAN),KWSE:ARZAN,Financial Svcs. (Non-bank & Insurance),Financials,6141,Kuwait,Emerging Markets,Africa and Middle East
ASA International Group PLC (LSE:ASAI),LSE:ASAI,Financial Svcs. (Non-bank & Insurance),Financials,6141,Netherlands,Developed Europe,EU & Environs
"Asax Co., Ltd. (TSE:8772)",TSE:8772,Financial Svcs. (Non-bank & Insurance),Financials,6162,Japan,Japan,Japan
Ascom Leasing & Investments Limited (NSEI:ASCOM),NSEI:ASCOM,Financial Svcs. (Non-bank & Insurance),Financials,6162,India,Emerging Markets,India
Ashirwad Steels & Industries Limited (BSE:526847),BSE:526847,Financial Svcs. (Non-bank & Insurance),Financials,3312,India,Emerging Markets,India
Ashler et Manson SA (ENXTPA:MLAEM),ENXTPA:MLAEM,Financial Svcs. (Non-bank & Insurance),Financials,6163,France,Developed Europe,EU & Environs
Ashtasidhhi Industries Limited (BSE:531341),BSE:531341,Financial Svcs. (Non-bank & Insurance),Financials,6150,India,Emerging Markets,India
Asia Asset Finance PLC (COSE:AAF.N0000),COSE:AAF.N0000,Financial Svcs. (Non-bank & Insurance),Financials,6020,Sri Lanka,Emerging Markets,Small Asia
Asia Sermkij Leasing Public Company Limited (SET:ASK),SET:ASK,Financial Svcs. (Non-bank & Insurance),Financials,6141,Thailand,Emerging Markets,Small Asia
Assam Entrade Limited (BSE:542911),BSE:542911,Financial Svcs. (Non-bank & Insurance),Financials,6211,India,Emerging Markets,India
Associated Motor Finance Company PLC (COSE:AMF.N0000),COSE:AMF.N0000,Financial Svcs. (Non-bank & Insurance),Financials,6141,Sri Lanka,Emerging Markets,Small Asia
ASX Limited (ASX:ASX),ASX:ASX,Financial Svcs. (Non-bank & Insurance),Financials,6200,Australia,"Australia, NZ and Canada",Australia & NZ
Athena Bitcoin Global (OTCPK:ABIT),OTCPK:ABIT,Financial Svcs. (Non-bank & Insurance),Financials,7389,United States,United States,United States
Atlanticus Holdings Corporation (NasdaqGS:ATLC),NasdaqGS:ATLC,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
Atlantis SE (WSE:ATS),WSE:ATS,Financial Svcs. (Non-bank & Insurance),Financials,1600,Estonia,Emerging Markets,Eastern Europe & Russia
Atrium Mortgage Investment Corporation (TSX:AI),TSX:AI,Financial Svcs. (Non-bank & Insurance),Financials,6172,Canada,"Australia, NZ and Canada",Canada
Attijari Leasing S.A. (BVMT:TJL),BVMT:TJL,Financial Svcs. (Non-bank & Insurance),Financials,6159,Tunisia,Emerging Markets,Africa and Middle East
Australian Bond Exchange Holdings Limited (ASX:ABE),ASX:ABE,Financial Svcs. (Non-bank & Insurance),Financials,6200,Australia,"Australia, NZ and Canada",Australia & NZ
Australian Finance Group Limited (ASX:AFG),ASX:AFG,Financial Svcs. (Non-bank & Insurance),Financials,6163,Australia,"Australia, NZ and Canada",Australia & NZ
Automatic Bank Services Limited (TASE:SHVA),TASE:SHVA,Financial Svcs. (Non-bank & Insurance),Financials,7374,Israel,Emerging Markets,Africa and Middle East
Automotive Finco Corp. (TSXV:AFCC.H),TSXV:AFCC.H,Financial Svcs. (Non-bank & Insurance),Financials,1000,Canada,"Australia, NZ and Canada",Canada
Available Finance Limited (BSE:531310),BSE:531310,Financial Svcs. (Non-bank & Insurance),Financials,6100,India,Emerging Markets,India
Avasara Finance Limited (BSE:511730),BSE:511730,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Axactor ASA (OB:ACR),OB:ACR,Financial Svcs. (Non-bank & Insurance),Financials,6153,Norway,Developed Europe,EU & Environs
B2 Impact ASA (OB:B2I),OB:B2I,Financial Svcs. (Non-bank & Insurance),Financials,6153,Norway,Developed Europe,EU & Environs
"B3 S.A. - Brasil, Bolsa, Balcão (BOVESPA:B3SA3)",BOVESPA:B3SA3,Financial Svcs. (Non-bank & Insurance),Financials,6200,Brazil,Emerging Markets,Latin America & Caribbean
Baid Finserv Limited (BSE:511724),BSE:511724,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Bairong Inc. (SEHK:6608),SEHK:6608,Financial Svcs. (Non-bank & Insurance),Financials,7370,China,Emerging Markets,China
Bajaj Finance Limited (NSEI:BAJFINANCE),NSEI:BAJFINANCE,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
Bajaj Finserv Ltd. (NSEI:BAJAJFINSV),NSEI:BAJAJFINSV,Financial Svcs. (Non-bank & Insurance),Financials,6300,India,Emerging Markets,India
Bajaj Housing Finance Limited (NSEI:BAJAJHFL),NSEI:BAJAJHFL,Financial Svcs. (Non-bank & Insurance),Financials,6162,India,Emerging Markets,India
"Bakkt Holdings, Inc. (NYSE:BKKT)",NYSE:BKKT,Financial Svcs. (Non-bank & Insurance),Financials,6200,United States,United States,United States
Bampsl Securities Limited (BSE:531591),BSE:531591,Financial Svcs. (Non-bank & Insurance),Financials,6799,India,Emerging Markets,India
Banas Finance Limited (BSE:509053),BSE:509053,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Banca IFIS S.p.A. (BIT:IF),BIT:IF,Financial Svcs. (Non-bank & Insurance),Financials,6159,Italy,Developed Europe,EU & Environs
Banca Mediolanum S.p.A. (BIT:BMED),BIT:BMED,Financial Svcs. (Non-bank & Insurance),Financials,6200,Italy,Developed Europe,EU & Environs
Banco do Nordeste do Brasil S.A. (BOVESPA:BNBR3),BOVESPA:BNBR3,Financial Svcs. (Non-bank & Insurance),Financials,6020,Brazil,Emerging Markets,Latin America & Caribbean
"Banco Latinoamericano de Comercio Exterior, S. A. (NYSE:BLX)",NYSE:BLX,Financial Svcs. (Non-bank & Insurance),Financials,6020,Panama,Emerging Markets,Latin America & Caribbean
Bangkok Commercial Asset Management Public Company Limited (SET:BAM),SET:BAM,Financial Svcs. (Non-bank & Insurance),Financials,6141,Thailand,Emerging Markets,Small Asia
Bangladesh Finance PLC. (DSE:BDFINANCE),DSE:BDFINANCE,Financial Svcs. (Non-bank & Insurance),Financials,6100,Bangladesh,Emerging Markets,Small Asia
Bangladesh Industrial Finance Company Limited (DSE:BIFC),DSE:BIFC,Financial Svcs. (Non-bank & Insurance),Financials,6159,Bangladesh,Emerging Markets,Small Asia
Bank of Greece (ATSE:TELL),ATSE:TELL,Financial Svcs. (Non-bank & Insurance),Financials,6020,Greece,Developed Europe,EU & Environs
Bank of Japan (TSE:8301),TSE:8301,Financial Svcs. (Non-bank & Insurance),Financials,6099,Japan,Japan,Japan
Banque nationale de Belgique SA (ENXTBR:BNB),ENXTBR:BNB,Financial Svcs. (Non-bank & Insurance),Financials,6020,Belgium,Developed Europe,EU & Environs
Banxa Holdings Inc. (TSXV:BNXA),TSXV:BNXA,Financial Svcs. (Non-bank & Insurance),Financials,7374,Australia,"Australia, NZ and Canada",Australia & NZ
Bareket Capital Ltd (TASE:BRKT),TASE:BRKT,Financial Svcs. (Non-bank & Insurance),Financials,6162,Israel,Emerging Markets,Africa and Middle East
"Baron Capital Enterprise, Inc. (OTCPK:BCAP)",OTCPK:BCAP,Financial Svcs. (Non-bank & Insurance),Financials,6159,United States,United States,United States
Bay Leasing & Investment Limited (DSE:BAYLEASING),DSE:BAYLEASING,Financial Svcs. (Non-bank & Insurance),Financials,6159,Bangladesh,Emerging Markets,Small Asia
Bazel International Limited (BSE:539946),BSE:539946,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
BCL Enterprises Limited (BSE:539621),BSE:539621,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
"Beeline Holdings, Inc. (NasdaqCM:BLNE)",NasdaqCM:BLNE,Financial Svcs. (Non-bank & Insurance),Financials,6162,United States,United States,United States
Beforepay Group Limited (ASX:B4P),ASX:B4P,Financial Svcs. (Non-bank & Insurance),Financials,6141,Australia,"Australia, NZ and Canada",Australia & NZ
"Beijing Compass Technology Development Co., Ltd. (SZSE:300803)",SZSE:300803,Financial Svcs. (Non-bank & Insurance),Financials,7370,China,Emerging Markets,China
"Beijing Cuiwei Tower Co., Ltd. (SHSE:603123)",SHSE:603123,Financial Svcs. (Non-bank & Insurance),Financials,7374,China,Emerging Markets,China
Beryl Securities Limited (BSE:531582),BSE:531582,Financial Svcs. (Non-bank & Insurance),Financials,6100,India,Emerging Markets,India
Best Lease SA (BVMT:BL),BVMT:BL,Financial Svcs. (Non-bank & Insurance),Financials,6159,Tunisia,Emerging Markets,Africa and Middle East
Better Home & Finance Holding Company (NasdaqGM:BETR),NasdaqGM:BETR,Financial Svcs. (Non-bank & Insurance),Financials,6162,United States,United States,United States
BFF Bank S.p.A. (BIT:BFF),BIT:BFF,Financial Svcs. (Non-bank & Insurance),Financials,6153,Italy,Developed Europe,EU & Environs
BH Bank Société anonyme (BVMT:BH),BVMT:BH,Financial Svcs. (Non-bank & Insurance),Financials,6162,Tunisia,Emerging Markets,Africa and Middle East
Bicecorp S.A. (SNSE:BICE),SNSE:BICE,Financial Svcs. (Non-bank & Insurance),Financials,6020,Chile,Emerging Markets,Latin America & Caribbean
Billing System Corporation (TSE:3623),TSE:3623,Financial Svcs. (Non-bank & Insurance),Financials,7389,Japan,Japan,Japan
Bindar for Islamic Finance Company (ASE:BIND),ASE:BIND,Financial Svcs. (Non-bank & Insurance),Financials,5050,Jordan,Emerging Markets,Africa and Middle East
Bitcoin Treasury Corporation (TSXV:BTCT),TSXV:BTCT,Financial Svcs. (Non-bank & Insurance),Financials,0,Canada,"Australia, NZ and Canada",Canada
Blender Financial Technologies (TASE:BLND),TASE:BLND,Financial Svcs. (Non-bank & Insurance),Financials,6141,Israel,Emerging Markets,Africa and Middle East
"Block, Inc. (NYSE:XYZ)",NYSE:XYZ,Financial Svcs. (Non-bank & Insurance),Financials,7374,United States,United States,United States
"BlueOne Card, Inc. (OTCPK:BCRD)",OTCPK:BCRD,Financial Svcs. (Non-bank & Insurance),Financials,7389,United States,United States,United States
BMC Bolsa Mercantil de Colombia S.A. (BVC:BMC),BVC:BMC,Financial Svcs. (Non-bank & Insurance),Financials,5150,Colombia,Emerging Markets,Latin America & Caribbean
"Boku, Inc. (AIM:BOKU)",AIM:BOKU,Financial Svcs. (Non-bank & Insurance),Financials,7372,United States,United States,United States
"Bolsa de Valores de Caracas, C.A. (CCSE:BVCC)",CCSE:BVCC,Financial Svcs. (Non-bank & Insurance),Financials,6200,Venezuela,Emerging Markets,Latin America & Caribbean
Bolsa de Valores de Colombia S.A. (BVC:BVC),BVC:BVC,Financial Svcs. (Non-bank & Insurance),Financials,6200,Colombia,Emerging Markets,Latin America & Caribbean
"Bolsa Mexicana de Valores, S.A.B. de C.V. (BMV:BOLSA A)",BMV:BOLSA A,Financial Svcs. (Non-bank & Insurance),Financials,6200,Mexico,Emerging Markets,Latin America & Caribbean
Bolsas y Mercados Argentinos S.A. (BASE:BYMA),BASE:BYMA,Financial Svcs. (Non-bank & Insurance),Financials,6200,Argentina,Emerging Markets,Latin America & Caribbean
"BorrowMoney.com, Inc. (OTCPK:BWMY)",OTCPK:BWMY,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
Boursa Kuwait Securities Company K.P.S.C. (KWSE:BOURSA),KWSE:BOURSA,Financial Svcs. (Non-bank & Insurance),Financials,6200,Kuwait,Emerging Markets,Africa and Middle East
"Bread Financial Holdings, Inc. (NYSE:BFH)",NYSE:BFH,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
BRR Guardian Limited (KASE:BRRG),KASE:BRRG,Financial Svcs. (Non-bank & Insurance),Financials,6159,Pakistan,Emerging Markets,Small Asia
BSE Limited (NSEI:BSE),NSEI:BSE,Financial Svcs. (Non-bank & Insurance),Financials,6200,India,Emerging Markets,India
Budapesti Értéktozsde Nyilvánosan Muködo Részvénytársaság (BUSE:BET),BUSE:BET,Financial Svcs. (Non-bank & Insurance),Financials,6200,Hungary,Developed Europe,EU & Environs
Bulgarian Stock Exchange AD (BUL:BSE),BUL:BSE,Financial Svcs. (Non-bank & Insurance),Financials,6200,Bulgaria,Emerging Markets,Eastern Europe & Russia
Bull Trading and Investment Ltd. (TASE:BULL-M),TASE:BULL-M,Financial Svcs. (Non-bank & Insurance),Financials,6153,Israel,Emerging Markets,Africa and Middle East
Bullish (NYSE:BLSH),NYSE:BLSH,Financial Svcs. (Non-bank & Insurance),Financials,6200,Cayman Islands,Emerging Markets,Latin America & Caribbean
Burford Capital Limited (NYSE:BUR),NYSE:BUR,Financial Svcs. (Non-bank & Insurance),Financials,6159,Guernsey,Developed Europe,EU & Environs
Bursa de Valori Bucuresti SA (BVB:BVB),BVB:BVB,Financial Svcs. (Non-bank & Insurance),Financials,6200,Romania,Emerging Markets,Eastern Europe & Russia
Bursa Malaysia Berhad (KLSE:BURSA),KLSE:BURSA,Financial Svcs. (Non-bank & Insurance),Financials,6200,Malaysia,Emerging Markets,Small Asia
Butn Limited (ASX:BTN),ASX:BTN,Financial Svcs. (Non-bank & Insurance),Financials,6153,Australia,"Australia, NZ and Canada",Australia & NZ
CAB Payments Holdings Limited (LSE:CABP),LSE:CABP,Financial Svcs. (Non-bank & Insurance),Financials,7370,United Kingdom,Developed Europe,UK
Cairo Mezz Plc (ATSE:CAIROMEZ),ATSE:CAIROMEZ,Financial Svcs. (Non-bank & Insurance),Financials,6726,Cyprus,Developed Europe,EU & Environs
California First Leasing Corporation (OTCPK:CFNB),OTCPK:CFNB,Financial Svcs. (Non-bank & Insurance),Financials,6159,United States,United States,United States
Can Fin Homes Limited (BSE:511196),BSE:511196,Financial Svcs. (Non-bank & Insurance),Financials,6162,India,Emerging Markets,India
"Cantaloupe, Inc. (NasdaqGS:CTLP)",NasdaqGS:CTLP,Financial Svcs. (Non-bank & Insurance),Financials,7370,United States,United States,United States
Capfin India Limited (BSE:539198),BSE:539198,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Capital Finance Holdings Limited (SEHK:8239),SEHK:8239,Financial Svcs. (Non-bank & Insurance),Financials,5050,Hong Kong,Emerging Markets,China
Capital India Finance Limited (BSE:530879),BSE:530879,Financial Svcs. (Non-bank & Insurance),Financials,6150,India,Emerging Markets,India
Capital Industrial Financial Services Group Limited (SEHK:730),SEHK:730,Financial Svcs. (Non-bank & Insurance),Financials,7812,Hong Kong,Emerging Markets,China
Capital One Financial Corporation (NYSE:COF),NYSE:COF,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
Capital Trade Links Limited (BSE:538476),BSE:538476,Financial Svcs. (Non-bank & Insurance),Financials,6211,India,Emerging Markets,India
Capital Trust Limited (BSE:511505),BSE:511505,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Capitea S.A. (WSE:CAP),WSE:CAP,Financial Svcs. (Non-bank & Insurance),Financials,6153,Poland,Developed Europe,EU & Environs
Capri Global Capital Limited (BSE:531595),BSE:531595,Financial Svcs. (Non-bank & Insurance),Financials,6211,India,Emerging Markets,India
CARE Ratings Limited (NSEI:CARERATING),NSEI:CARERATING,Financial Svcs. (Non-bank & Insurance),Financials,6200,India,Emerging Markets,India
Casa Inc. (TSE:7196),TSE:7196,Financial Svcs. (Non-bank & Insurance),Financials,6153,Japan,Japan,Japan
Cash Converters International Limited (ASX:CCV),ASX:CCV,Financial Svcs. (Non-bank & Insurance),Financials,6141,Australia,"Australia, NZ and Canada",Australia & NZ
Cash Plus SA (CBSE:CAP),CBSE:CAP,Financial Svcs. (Non-bank & Insurance),Financials,6099,Morocco,Emerging Markets,Africa and Middle East
"Cass Information Systems, Inc. (NasdaqGS:CASS)",NasdaqGS:CASS,Financial Svcs. (Non-bank & Insurance),Financials,7389,United States,United States,United States
"Cboe Global Markets, Inc. (BATS:CBOE)",BATS:CBOE,Financial Svcs. (Non-bank & Insurance),Financials,6200,United States,United States,United States
CCF Holdings LLC (OTCPK:CCFL.U),OTCPK:CCFL.U,Financial Svcs. (Non-bank & Insurance),Financials,6141,United States,United States,United States
"CCUR Holdings, Inc. (OTCPK:CCUR)",OTCPK:CCUR,Financial Svcs. (Non-bank & Insurance),Financials,6500,United States,United States,United States
Ceejay Finance Limited (BSE:530789),BSE:530789,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Cembra Money Bank AG (SWX:CMBN),SWX:CMBN,Financial Svcs. (Non-bank & Insurance),Financials,6141,Switzerland,Developed Europe,EU & Environs
Central Finance Company PLC (COSE:CFIN.N0000),COSE:CFIN.N0000,Financial Svcs. (Non-bank & Insurance),Financials,6141,Sri Lanka,Emerging Markets,Small Asia
Chailease Holding Company Limited (TWSE:5871),TWSE:5871,Financial Svcs. (Non-bank & Insurance),Financials,6153,Taiwan,Emerging Markets,Small Asia
Challani Capital Limited (BSE:530747),BSE:530747,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
Challenger Limited (ASX:CGF),ASX:CGF,Financial Svcs. (Non-bank & Insurance),Financials,6311,Australia,"Australia, NZ and Canada",Australia & NZ
Change Financial Limited (ASX:CCA),ASX:CCA,Financial Svcs. (Non-bank & Insurance),Financials,7374,Australia,"Australia, NZ and Canada",Australia & NZ
Changyou International Group Limited (SEHK:1039),SEHK:1039,Financial Svcs. (Non-bank & Insurance),Financials,3714,Hong Kong,Emerging Markets,China
Channel Vas Investments Limited (JSE:OPA),JSE:OPA,Financial Svcs. (Non-bank & Insurance),Financials,7372,United Arab Emirates,Emerging Markets,Africa and Middle East
Charms Industries Limited (BSE:531327),BSE:531327,Financial Svcs. (Non-bank & Insurance),Financials,6099,India,Emerging Markets,India
Chase Asia Public Company Limited (SET:CHASE),SET:CHASE,Financial Svcs. (Non-bank & Insurance),Financials,7380,Thailand,Emerging Markets,Small Asia
"Chime Financial, Inc. (NasdaqGS:CHYM)",NasdaqGS:CHYM,Financial Svcs. (Non-bank & Insurance),Financials,6099,United States,United States,United States
China Art Financial Holdings Limited (SEHK:1572),SEHK:1572,Financial Svcs. (Non-bank & Insurance),Financials,6141,China,Emerging Markets,China
"China Development Bank Financial Leasing Co., Ltd. (SEHK:1606)",SEHK:1606,Financial Svcs. (Non-bank & Insurance),Financials,6159,China,Emerging Markets,China
"China Ever Grand Financial Leasing Group Co., Ltd. (SEHK:379)",SEHK:379,Financial Svcs. (Non-bank & Insurance),Financials,3290,Hong Kong,Emerging Markets,China
China Everbright Limited (SEHK:165),SEHK:165,Financial Svcs. (Non-bank & Insurance),Financials,6200,Hong Kong,Emerging Markets,China
China Financial Services Holdings Limited (SEHK:605),SEHK:605,Financial Svcs. (Non-bank & Insurance),Financials,6141,Hong Kong,Emerging Markets,China
China Huirong Financial Holdings Limited (SEHK:1290),SEHK:1290,Financial Svcs. (Non-bank & Insurance),Financials,6153,China,Emerging Markets,China
China Properties Investment Holdings Limited (SEHK:736),SEHK:736,Financial Svcs. (Non-bank & Insurance),Financials,6500,Hong Kong,Emerging Markets,China
China Rongzhong Financial Holdings Company Limited (SEHK:3963),SEHK:3963,Financial Svcs. (Non-bank & Insurance),Financials,6159,Hong Kong,Emerging Markets,China
China Success Finance Group Holdings Limited (SEHK:3623),SEHK:3623,Financial Svcs. (Non-bank & Insurance),Financials,6159,Hong Kong,Emerging Markets,China
Cholamandalam Financial Holdings Limited (NSEI:CHOLAHLDNG),NSEI:CHOLAHLDNG,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
Cholamandalam Investment and Finance Company Limited (BSE:511243),BSE:511243,Financial Svcs. (Non-bank & Insurance),Financials,6141,India,Emerging Markets,India
CI Capital Holding For Financial Investments (S.A.E) (CASE:CICH),CASE:CICH,Financial Svcs. (Non-bank & Insurance),Financials,6159,Egypt,Emerging Markets,Africa and Middle East
CIM Financial Services Ltd (MUSE:CIM.N0000),MUSE:CIM.N0000,Financial Svcs. (Non-bank & Insurance),Financials,6200,Mauritius,Emerging Markets,Africa and Middle East
Cindrella Financial Services Limited (BSE:531283),BSE:531283,Financial Svcs. (Non-bank & Insurance),Financials,6153,India,Emerging Markets,India
Citiport Financial Services Limited (BSE:531235),BSE:531235,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Citizens Development Business Finance PLC (COSE:CDB.N0000),COSE:CDB.N0000,Financial Svcs. (Non-bank & Insurance),Financials,6159,Sri Lanka,Emerging Markets,Small Asia
Classic Leasing & Finance Limited (BSE:540481),BSE:540481,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
CME Group Inc. (NasdaqGS:CME),NasdaqGS:CME,Financial Svcs. (Non-bank & Insurance),Financials,6200,United States,United States,United States
CMX Holdings Limited (BSE:532217),BSE:532217,Financial Svcs. (Non-bank & Insurance),Financials,6159,India,Emerging Markets,India
Cohen & Company Inc. (NYSEAM:COHN),NYSEAM:COHN,Financial Svcs. (Non-bank & Insurance),Financials,6211,United States,United States,United States
"Coinbase Global, Inc. (NasdaqGS:COIN)",NasdaqGS:COIN,Financial Svcs. (Non-bank & Insurance),Financials,6200,United States,United States,United States
