Bloomberg Symbol,Primary Exchange,0.00me,Industry 0.00me,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio,Geometric Growth-EPS Before XO,Volatility 90 Day Calc,Raw Beta,Current Market Cap,Operating Income (Losses),Effective Tax Rate,Capital Expenditures,Depreciation & Amortization,Cash Flow Net Income,Total Debt (ST & LT Debt),Interest Expense,Sales/Revenue/Turnover,Changes in Non-Cash Work Cap,Industry Subgroup,IBES Est Growth,Dividends Paid,Total Common Equity,Cash&Near Cash Items,Adj Beta
NSU GR Equity     ,Frankfurt,AUDI AG,Auto-Cars/Light Trucks,1309.9591400000002,1297.0617915070477,10148,10311.52,8552.310000000001,1759.21,4388.240000000001,163.52,5983.93,24505.86,-495.1500000000001,1140.97,2991.21,869.4191400000001,54.61,-440.5400000000001,0.23800000000000002,868.24,0.24778,0.3309143686502177,0.21789999999999998,0.170606273371918,0,-0.5067061210545699,0.0354298930949577,0.03547800974950482,11.688012531097392,1.695875453088522,0.4141050344693065,2.8591473015936697,7.495648439485702,1.6773654116747594,0.3489904047440082,0.14509528019211454,0.1981247926275682,0.01585799183825469,0.01611351990540008,0.02732652287042128,14.588543664493033,21.79,24.778,0.228,10148000000,1140.97,23.8,-1355.09,1850.24,868.24,163.52,78.21,24505.86,-54.61,Auto-Cars/Light Trucks,,,5983.93,1759.21,0.3309143686502177
AUT GR Equity     ,Frankfurt,AUTANIA AG FUER INDUSTRIEBET,Machinery-General Indust,7.31784,5.472862385321101,79.05244,110.25244,96.01244000000001,14.24,67.51,31.2,50.55,105.08,-0.5900000000000003,11.2,14.32,8.68784,1.96,1.3699999999999997,0.2243,6.32,0.54945,0.7460087082728593,0.00,0.12915813926657768,0.15664556962025317,0.1576916701965045,0.06014465169394747,0.08267834031214312,12.50829746835443,1.5638464886251238,0.7523071945184622,6.7047793296089395,8.572539285714287,1.3486537003058106,0.9137080319756378,0.12502472799208705,0.12868967560361427,0.2829869343481196,0.3946747247776286,0.6172106824925816,4.725738396624472,,54.945,0.514,79052440,11.2,22.43,-2.53,3.12,6.32,31.2,2.37,105.08,-1.96,Machinery-General Indust,,-0.99,50.55,14.24,0.7460087082728593
AVA GR Equity     ,Frankfurt,AVA ALLG HANDELS DER VERBRAU,Distribution/Wholesale,-42.37925499999999,-18.477778928974583,1430.368,1660.4579999999999,1619.658,40.8,605.87,230.09,416.58,4955.56,0.8100000000000023,38.45,85.03,30.840745000000005,72.41,73.22,0.1979,28.69,0.20548,0.5921625544267054,0.0393,0.024571533878002334,0.5444405716277448,2.3741320126994334,0.005789456691070232,0.006223463140391803,49.855977692575806,3.433597388256757,0.28863902364213123,19.048077149241443,42.123745123537056,2.567705321106592,0.32683652301657123,0.06887032502760575,0.050903238318451165,0.13857020171543033,0.16086070158169088,0.5523308848240435,3.5340073529411766,3.93,20.548,0.408,1430368000,38.45,19.79,-47.39,46.58,28.69,230.09,10.88,4955.56,-72.41,Distribution/Wholesale,,-15.62,416.58,40.8,0.5921625544267054
SPR GR Equity     ,Stuttgart,AXEL SPRINGER AG,Publishing-Periodicals,202.21397199999996,173.81762029631574,3162,3443.55,2989,454.55,689.5,281.55,862.5,2402.03,30.64,316.38,396.48,161.16397199999997,-71.69,-41.05,0.49060000000000004,142.87,0.24483,0.8476052249637156,0.0148,0.13200040655718662,0.25701686848183664,-0.254709532723604,0.059478857466393004,0.06709490389378982,22.132008119269265,3.666086956521739,1.3163865563710693,7.538841807909604,9.447499841962198,3.009964599449325,1.2443641419965612,0.16564637681159422,0.23374035097897022,0.08176155421004487,0.08904174573055029,0.3264347826086957,11.496366279069768,1.48,24.483,0.584,3162000000,316.38,49.06,-110.74,80.1,142.87,281.55,27.52,2402.03,71.69,Publishing-Periodicals,,-36.72,862.5,454.55,0.8476052249637156
BAD GR Equity     ,Xetra,BALDA AG,Miscellaneous Manufactur,41.09815999999999,30.81137879832423,307.3069,358.2169,329.75690000000003,28.46,160.10999999999999,50.91,137.66,377.68,-23.98,55.16,79.14,37.28815999999999,20.17,-3.8099999999999987,0.324,28.03,0.31235,0.6545718432510886,1.3481,0.07944907121914126,0.1337852301105958,-0.10217720584764707,0.07421626773988561,0.09872950646049564,10.963499821619692,2.232361615574604,0.8136700381275153,4.1667538539297455,5.978188905003627,1.899649467041417,0.8731118936665961,0.20361760860090078,0.23289088751483353,0.14212059788357276,0.1656650078472042,0.36982420456196424,10.944444444444443,134.81,31.235,0.451,307306900,55.16,32.4,,23.98,28.03,50.91,5.04,377.68,-20.17,Miscellaneous Manufactur,,-3.75,137.66,28.46,0.6545718432510886
BAS GR Equity     ,Xetra,BASF AG,Chemicals-Diversified,1753.2708999999998,1261.995837864662,27581.18,31090.18,29004.28,2085.9,16856.3,3509,15433.2,37536.6,-424.39999999999986,5020.9,7379.099999999999,2515.4709,1186.6,762.2,0.499,1883,0.15635,1.354136429608128,0.1152,0.06709192420243305,0.4110993096123208,0.3030048966179653,0.05016437290537769,0.06701381851313118,14.647466808284653,1.7871329341938158,0.7347809870899336,3.9305985824829586,5.776709354896533,1.6413183262767788,0.7726933179883101,0.12200969338827981,0.14923031151557578,0.11286521982182156,0.12722443347238951,0.22736697509265738,14.44863309352518,11.52,15.635,0.933,27581180000,5020.9,49.9,-1933.8,2358.2,1883,3509,347.5,37536.6,-1186.6,Chemicals-Diversified,13.173,-774.1,15433.2,2085.9,1.354136429608128
BSL GR Equity     ,Xetra,BASLER AG,Machinery-General Indust,3.780481,5.096276694521819,50.715,57.845000000000006,54.55500000000001,3.29,18.25,7.13,14.41,52.36,0.45999999999999985,4.91,5.84,4.91,2.58,3.04,0,7.13,0.38192,1.6705370101596517,0.00,0.05687613449736364,0,0.6191446028513238,0.13617265087853322,0.0937738731856379,7.112903225806452,3.519430950728661,0.9685828877005348,9.341609589041097,11.110997963340123,2.685468895078923,1.0419213139801375,0.494795281054823,0.269041095890411,0.12326043737574552,0.1405895691609977,0.494795281054823,6.376623376623376,,38.192,1.151,50715000,4.91,-38.91,-1.39,0.93,7.13,7.13,0.77,52.36,-2.58,Machinery-General Indust,,,14.41,3.29,1.6705370101596517
BAU GR Equity     ,Munich,BAUMATERIALIEN-HANDELGESELLS,Retail-Building Products,2.29032,1.934048,26.1,37.010000000000005,36.45,0.56,19.01,10.91,8.66,50.78,0,3.6,3.6,2.29032,0,0,0.3638,1.934048,0.0191,0.4673439767779391,0.9381999999999999,0.015131045663334234,0.00,0,0,0.045102796376526186,0,3.0138568129330254,0.5139818826309571,10.125,10.125,1.8911599386816558,0.7178022843639228,0.2233311778290993,0.12047974750131508,0.2947851931910294,0.41800766283524904,1.2598152424942264,6.428571428571428,93.82,1.91,0.322,26100000,3.6,36.38,,,,10.91,0.56,50.78,,Retail-Building Products,,,8.66,0.56,0.4673439767779391
BAY GR Equity     ,Xetra,BAYER AG,Chemicals-Diversified,1398.5651,706.2096407457935,18696.75,28418.75,24848.75,3570,18420,9722,12268,23045,-945,1947,4143,1213.5651,760,-185,0.37670000000000003,603,0.19879000000000002,1.5776487663280117,-0.2014,0.125621288761821,0.9270315091210614,-0.1524434082687447,0.026166196571924497,0.05266066825775657,31.006218905472636,1.5240259210955331,0.8113148188327186,5.997767318368332,12.762583461736003,1.2923487949067758,1.0782707745714906,0.04915226605803717,0.06588301302931596,0.3420980866505388,0.519983419578269,0.7924682099771764,2.7617021276595746,-20.14,19.879,1.087,18696750000,1947,37.67,-1251,2196,603,9722,705,23045,-760,Chemicals-Diversified,9.12,-559,12268,3570,1.5776487663280117
BMW GR Equity     ,Xetra,BAYERISCHE MOTOREN WERKE AG,Auto-Cars/Light Trucks,-3697.6276000000003,19.96712499999967,22225.89,52708.89,50478.89,2230,45770,30483,17517,44335,6026,3737,9281,2336.3723999999997,8,6034,0.37479999999999997,2222,0.15035,1.5036284470246737,0.00,0.0423078535708113,0.17641764176417643,2.582636226998744,0.050118416600879664,0.052698148189917665,10.002650765076508,1.2688182908032197,0.5013170181572121,5.4389494666523,13.507864597270538,1.098101875,1.1385787752340137,0.12684820460124452,0.051045934017915656,0.5783274889681798,1.371508632500206,1.7401952389107724,4.712484237074401,,15.035,1.036,22225890000,3737,37.48,-11570,5544,2222,30483,793,44335,-8,Auto-Cars/Light Trucks,4.528,-392,17517,2230,1.5036284470246737
BYW GR Equity     ,Frankfurt,BAYWA AG,Retail-Misc/Diversified,120.21802,59.506700408664074,456.7582,912.1982,891.5782,20.62,989.9899999999999,455.44,555.17,6109.31,1.6300000000000097,46.02,128.07,46.02,-71.18,-69.55,0,21.3,0.3072,0.7721335268505081,0.1052,0.022604736558348833,0.6014084507042253,-1.5112994350282485,0.0034864821068173,0.007532765565996815,21.444046948356807,0.8227357386025902,0.07476428598319614,6.961647536503476,19.373711429813124,0.902621387083049,0.14593762634405522,0.0383666264387485,0.0464853180335155,0.499277459657342,0.9971140091190481,0.82036133076355,2.517505470459519,10.52,30.72,0.532,456758200,46.02,-10.1,-83.68,82.05,21.3,455.44,18.28,6109.31,71.18,Retail-Misc/Diversified,,-12.81,555.17,20.62,0.7721335268505081
BYW6 GR Equity     ,Frankfurt,BAYWA-BAYERISCHE WARENVERMIT,Retail-Misc/Diversified,120.21802,59.506700408664074,456.7582,912.1982,891.5782,20.62,989.9899999999999,455.44,555.17,6109.31,1.6300000000000097,46.02,128.07,46.02,-71.18,-69.55,0,21.3,0.2235,1.1828737300435415,0.1052,0.022604736558348833,0.6014084507042253,-1.5112994350282485,0.0034864821068173,0.007532765565996815,21.444046948356807,0.8227357386025902,0.07476428598319614,6.961647536503476,19.373711429813124,0.902621387083049,0.14593762634405522,0.0383666264387485,0.0464853180335155,0.499277459657342,0.9971140091190481,0.82036133076355,2.517505470459519,10.52,22.35,0.815,456758200,46.02,-10.1,-83.68,82.05,21.3,455.44,18.28,6109.31,71.18,Retail-Misc/Diversified,,-12.81,555.17,20.62,1.1828737300435415
USE GR Equity     ,Xetra,BEATE UHSE AG,Retail-Leisure Products,4.608803999999999,7.161184537767356,387.5811,457.2611,448.2211,9.04,131.69000000000003,69.68,71.05,277.85,-3.7200000000000006,17.38,27.52,10.528804,9.64,5.92,0.3942,10.15,0.34795000000000004,0.4557329462989841,-0.0424,0.019769886395322057,0,0.5622670913049573,0.036530502069461936,0.03789384200107971,38.18533004926108,5.45504714989444,1.394929278387619,16.287103924418606,25.789476409666282,3.249208413273644,1.6131765341011335,0.14285714285714288,0.0799514313919052,0.152385584516155,0.17978172826280747,0.9807178043631247,5.93174061433447,-4.24,34.795,0.314,387581100,17.38,39.42,-6.42,10.14,10.15,69.68,2.93,277.85,-9.64,Retail-Leisure Products,,,71.05,9.04,0.4557329462989841
BC8 GR Equity     ,Xetra,BECHTLE AG,Retail-Office Supplies,22.858972,26.69442228592796,364.64,391.88,332.4,59.48,181.21,27.24,213.45,1088.13,-1.950000000000001,38.51,48.97,26.078972,5.17,3.219999999999999,0.32280000000000003,29.55,0.379,1.2554426705370103,0.268,0.151781157497193,0.2152284263959391,0.12347112455199533,0.027156681646494443,0.02396677970463088,12.339763113367173,1.7083157648161162,0.33510701846286745,6.787829283234633,8.631524279407946,1.6281523951971415,0.30547820572909484,0.13843991567111738,0.14391574416422934,0.06951107481882209,0.07470381746379991,0.12761770906535488,49.37179487179487,26.8,37.9,0.865,364640000,38.51,32.28,-8.51,10.46,29.55,27.24,0.78,1088.13,-5.17,Retail-Office Supplies,,-6.36,213.45,59.48,1.2554426705370103
JFB GR Equity     ,Frankfurt,JOH. FRIEDRICH BEHRENS AG,Mach Tools&Rel Products,1.1405520000000002,-0.13827886710239645,16.912,54.672,53.401999999999994,1.27,53.809999999999995,37.76,17.32,102.55,-0.1200000000000001,4.12,6.93,2.820552,1.8,1.68,0.3154,0.39,0.8770399999999999,0.6763425253991293,-0.2151,0.0232294410301434,3.5897435897435894,0.5956280898207159,0.0038030229156509024,0.0275041638225256,43.36410256410256,0.9764434180138567,0.16491467576791807,7.705916305916305,12.961650485436891,0.9925925925925926,0.5207411019015115,0.022517321016166283,0.05241687418695411,0.6906643254316652,2.2327341532639546,2.18013856812933,2.3542857142857145,-21.51,87.704,0.466,16912000,4.12,31.54,-2.69,2.81,0.39,37.76,1.75,102.55,-1.8,Mach Tools&Rel Products,,-1.4,17.32,1.27,0.6763425253991293
BEI GR Equity     ,Xetra,BEIERSDORF AG,Cosmetics&Toiletries,385.3758,365.95432300163134,7194.6,7399.6,7140.6,259,967,205,1021,4546,-8,491,664,301.3758,-76,-84,0.3862,296,0.14612,0.8272859216255443,0.1373,0.03500189199416184,0.40878378378378377,-0.2787217819081691,0.06511218653761548,0.06629472063352398,24.306081081081082,7.046620959843291,1.5826220853497581,10.753915662650604,14.542973523421589,6.0355628058727575,1.5707435107787067,0.2899118511263467,0.3116605997931748,0.0277042002270393,0.02849359241653462,0.2007835455435847,27.27777777777778,13.73,14.612,0.57,7194600000,491,38.62,-165,173,296,205,18,4546,76,Cosmetics&Toiletries,8.38,-121,1021,259,0.8272859216255443
BDT GR Equity     ,Xetra,BERTRANDT AG,Consulting Services,10.8475,7.0277432972047915,96.66432,132.89432,126.41431999999999,6.48,81.17,36.23,51.42,214.45,-4.26,5,15.52,2.7375,-3.85,-8.11,0.4525,2.27,0.23068000000000002,0.4934687953555879,-0.2059,0.048760548983583354,0.6607929515418502,-2.9625570776255707,0.010585217999533691,0.012765213336442061,42.58340088105727,1.87989731621937,0.4507545814875263,8.145252577319587,25.282863999999996,1.5161930405019963,0.5894815574726043,0.044146246596654996,0.03372551435259332,0.27262263729555936,0.374802202094837,0.704589653831194,2.6881720430107525,-20.59,23.068,0.34,96664320,5,45.25,-6.26,10.52,2.27,36.23,1.86,214.45,3.85,Consulting Services,,-1.5,51.42,6.48,0.4934687953555879
BZL GR Equity     ,Xetra,BERU AG,Auto/Trk Prts&Equip-Orig,17.501637,21.61249038679032,715,742.86,703.09,39.77,269.70000000000005,27.86,281.61,354.46,8.600000000000001,50.01,77.05,33.191637,7.09,15.690000000000001,0.33630000000000004,35.89,0.10439,0.9013062409288825,0.1349,0.05353633255256711,0.30649205906937865,0.47270943581360575,0.1012526096033403,0.09364000733510129,19.92198383950961,2.5389723376300557,2.0171528522259212,9.125113562621674,14.05898820235953,2.4004265356900505,1.983552445974158,0.12744575831824154,0.12306873192436038,0.03750370190883881,0.038965034965034964,0.09893114591101168,39.37795275590551,13.49,10.439,0.621,715000000,50.01,33.63,-35.64,27.04,35.89,27.86,1.27,354.46,-7.09,Auto/Trk Prts&Equip-Orig,4.855,-11,281.61,39.77,0.9013062409288825
BSS GR Equity     ,Xetra,BETA SYSTEMS SOFTWARE AG,Electronic Forms,1.937833,1.3630658767123287,56.43491,83.07491,72.23491,10.84,47.56,26.64,31.76,100.82,-4.18,2.99,9.2,0.6778330000000001,2.92,-1.2599999999999998,0.7733,0.6778330000000001,0.31481000000000003,0.9433962264150945,0.00,0.13048464331769966,0.00,-1.8588649416596708,-0.00019837333862328906,0.0067231997619519954,0,1.7769178211586902,0.5597590755802421,7.851620652173914,24.15883277591973,1.4225155821917808,0.7164740130926404,0.021342348866498745,0.01425216568544996,0.3206744370833504,0.4720482410621369,0.8387909319899244,0.00,,31.481,0.65,56434910,2.99,77.33,-2.03,6.21,-0.02,26.64,,100.82,-2.92,Electronic Forms,,-1.96,31.76,10.84,0.9433962264150945
HUL GR Equity     ,Frankfurt,BHS TABLETOP AG,Housewares,4.633675,5.738003952569169,36.68975,40.949749999999995,35.089749999999995,5.86,24.5,4.26,26.1,89.6,-0.1499999999999999,6.87,9.64,6.543675,2.06,1.9100000000000001,0.0475,7.38,0.41466000000000003,0.5370101596516691,0.0788,0.14310221674124998,0,0.29188491176594195,0.08236607142857143,0.07303208705357143,4.971510840108401,1.40573754789272,0.4094838169642857,3.6400155601659745,5.107678311499272,1.3488059947299076,0.3916266741071428,0.2827586206896551,0.2670887755102041,0.10402993913271755,0.1161087224633583,0.16321839080459769,20.818181818181817,7.88,41.466,0.37,36689750,6.87,4.75,-2.62,2.77,7.38,4.26,0.33,89.6,-2.06,Housewares,,0,26.1,5.86,0.5370101596516691
BIE GR Equity     ,Frankfurt,BIEN-ZENKER AG,Bldg-Mobil Home/Mfd Hous,18.622121999999997,14.278176263654876,19.434,33.084,20.514000000000003,12.57,41.44,13.65,40.36,170.47,1.0999999999999996,4.21,10.32,2.392122,-17.33,-16.229999999999997,0.4318,2.15,0.2525,0.7416545718432511,-0.091,0.37994196590496915,0.5627906976744186,-6.784771010843091,0.01261218982812225,0.014032510119082537,9.03906976744186,0.48151635282457883,0.11400246377661759,1.9877906976744188,4.87268408551069,0.6125532308831698,0.12033788936469762,0.05327056491575818,0.05772495173745174,0.41258614435981134,0.7023772769373263,0.33820614469772053,3.3149606299212597,-9.1,25.25,0.511,19434000,4.21,43.18,-7.21,6.11,2.15,13.65,1.27,170.47,17.33,Bldg-Mobil Home/Mfd Hous,,-1.21,40.36,12.57,0.7416545718432511
BIJ GR Equity     ,Frankfurt,BIJOU BRIGITTE MODI ACCESS,Retail-Jewelry,4.866200999999997,10.627143047061953,1108.89,1111.7800000000002,1080.4900000000002,31.29,43.93,2.89,72.33,223.4,4.880000000000001,41.73,47.33,27.696200999999995,17.95,22.83,0.33630000000000004,32.58,0.48018,0.8505079825834543,0.3768,0.028144057277518928,0.21639042357274402,0.8243007768466153,0.1458370635631155,0.12397583258728735,34.03591160220995,15.330982994608048,4.963697403760072,22.82886118740757,25.892403546609163,14.7803775591598,4.836571172784245,0.4504355039402737,0.6304621215570224,0.0025994351400456923,0.0026062098134170203,0.03995575832987695,245.4705882352941,37.68,48.018,0.586,1108890000,41.73,33.63,-10.48,5.6,32.58,2.89,0.17,223.4,-17.95,Retail-Jewelry,,-7.05,72.33,31.29,0.8505079825834543
GBF GR Equity     ,Xetra,BILFINGER BERGER AG,Building&Construct-Misc,366.99814999999995,291.0323097094748,1368.739,1707.839,977.3389999999999,730.5,718.5999999999999,339.1,1110,5437.9,-9.399999999999991,86.5,171.8,53.89815,-303.7,-313.09999999999997,0.37689999999999996,51.2,0.21874,0.7880986937590713,0.1748,0.42773352757490607,0.931640625,-5.809104765191384,0.009415399326946065,0.009911574320969493,26.73318359375,1.2330981981981983,0.25170359881571935,5.6888183934807905,11.29871676300578,1.1785515147332828,0.17972728442965116,0.04612612612612613,0.07500438352351796,0.19855501601731781,0.24774628325780154,0.30549549549549554,4.178743961352657,17.48,21.874,0.543,1368739000,86.5,37.69,-75.9,85.3,51.2,339.1,20.7,5437.9,303.7,Building&Construct-Misc,5.5,-47.7,1110,730.5,0.7880986937590713
BIB GR Equity     ,Frankfurt,BIOLITEC AG,Medical Laser Systems,-1.258572,-2.0196064400715565,28.54275,28.74275,21.92275,6.82,26.720000000000006,0.2,33.34,24.73,2.37,3.48,4.48,2.161428,1.05,3.42,0.3789,1.38,0.53685,1.0841799709724238,0.00,0.23727722643101304,0,1.5822872656410485,0.055802668823291546,0.08740105135463,20.683152173913047,0.8561112777444511,1.1541750909826123,4.893470982142857,6.2996408045977015,0.8569692903995229,0.8864840274969673,0.04139172165566886,0.08089176646706585,0.0069582764349270685,0.007007033309684596,0.005998800239952009,174,,53.685,0.747,28542750,3.48,37.89,-3.37,1,1.38,0.2,0.02,24.73,-1.05,Medical Laser Systems,,,33.34,6.82,1.0841799709724238
BIO GR Equity     ,Xetra,BIOTEST AG,Medical-Biomedical/Gene,18.345374,4.552559967374782,124,287.7,268.06,19.64,250.09000000000003,163.7,106.03,217.85,5.750000000000002,20.82,33.69,19.585374,-4.51,1.240000000000002,0.0593,5.04,0.36741999999999997,0.7605224963715531,0.00,0.06826555439694126,0.1746031746031746,0.06331255149888901,0.023135184760156073,0.08990302501721369,24.603174603174605,1.1694803357540318,0.569198990130824,7.9566636984268335,12.875120076849184,1.0666221777332887,1.2304796878586184,0.04753371687258323,0.07831330321084409,0.5689954814042405,1.3201612903225806,1.5439026690559274,1.9295644114921224,,36.742,0.524,124000000,20.82,5.93,-18.62,12.87,5.04,163.7,10.79,217.85,4.51,Medical-Biomedical/Gene,,-0.88,106.03,19.64,0.7605224963715531
BSJ GR Equity     ,Xetra,B.I.S. BOERSEN-INFORMATIONS,Multimedia,0.21,0.21,11.26739,11.26739,3.997390000000001,7.27,0.3000000000000007,0,7.57,5.44,-0.09,0.12,0.21,0.12,0,-0.09,0,0.12,0.4396,0.4920174165457185,0.00,0.6452248479905284,0.00,-0.75,0,0.022058823529411763,0,1.4884266842800529,2.0712113970588235,19.035190476190483,33.311583333333346,1.4884266842800529,0.7348143382352943,0.015852047556142668,0.399999999999999,0,0,0,0.00,,43.96,0.339,11267390,0.12,0,,0.09,,0,0,5.44,,Multimedia,,,7.57,7.27,0.4920174165457185
BKQ GR Equity     ,Xetra,BKN INTER0.00TIO0.00L AG,Broadcast Serv/Program,-0.12153600000000031,0.6206103286384974,90.07492,95.10492,92.88492000000001,2.22,19.080000000000002,5.03,16.27,7.31,-3.17,1.28,4.53,1.278464,4.57,1.4000000000000004,0.0012,1.69,0.40924999999999995,1.2278664731494922,0.00,0.023342640948543988,0,1.095064076892271,0.23119015047879618,0.17489247606019154,53.29876923076924,5.536258143822987,12.322150478796171,20.50439735099338,72.56634375,4.465019718309859,12.706555403556774,0.1038721573448064,0.06700545073375262,0.052888956743773086,0.055842403190588454,0.3091579594345421,8,,40.925,0.846,90074920,1.28,0.12,-0.08,3.25,1.69,5.03,0.16,7.31,-4.57,Broadcast Serv/Program,,,16.27,2.22,1.2278664731494922
